x,p90,p80,p70,p60,p50,p40,p30,p20,p10
0.0,2.798488838693572,2.712287831846791,2.646407107285444,2.5619111304795767,2.3970120255160845,2.1066750856584893,1.8896658386759657,1.819767517609306,1.770965700974107
0.23737373737373738,2.7618704857153147,2.675972928589754,2.608708566641554,2.5274951018319145,2.3697041307032465,2.090689906484873,1.8687457991707004,1.7958456954609074,1.7457687280477985
0.47474747474747475,2.725316110368607,2.6397352105086807,2.5711615594606645,2.4931207658354464,2.342461543815393,2.0744004900702646,1.8479653128844062,1.7718461937597372,1.7205767795291844
0.7121212121212122,2.688708290280942,2.6034802945425795,2.53355200265187,2.45863225864325,2.3153330286787486,2.0579375548770797,1.8274549542414023,1.7475880406853435,1.6952164739191162
0.9494949494949495,2.6521247568403132,2.567372114682851,2.4961372381739033,2.4241609189753732,2.2882928820664303,2.040856641955804,1.807043559619262,1.7231910665808483,1.669597870313019
1.1868686868686869,2.6155396910176427,2.5314842286837664,2.4590505450577522,2.389752388921576,2.2613032659843584,2.0229413540257015,1.786335718890725,1.6986059364015553,1.6431158983940284
1.4242424242424243,2.5790255926032497,2.495836226131762,2.4223720699099176,2.35542041988536,2.234170830112213,2.003762921073645,1.7651453774313686,1.6741253577824657,1.6164887705842077
1.6616161616161615,2.5424606331624413,2.46020907282495,2.385864130946367,2.3209211340227376,2.2066109700186054,1.9829726610367786,1.742995020302971,1.6496212992063624,1.589934997111102
1.898989898989899,2.505937208461145,2.4245374591666846,2.3494747623730046,2.2862351301594392,2.1783535681633426,1.9605405981368316,1.720457267574452,1.6253419004453291,1.5645231513298183
2.1363636363636362,2.4691401403578532,2.388345702238982,2.312731412259595,2.2508770865526193,2.148692881077843,1.9359975769725521,1.6977729730442042,1.6009921711258432,1.5407270089809053
2.3737373737373737,2.4324469433957754,2.3518350032581186,2.2758811073095986,2.2149862507481384,2.1179013652461105,1.9099779981012994,1.6756473598487256,1.577212609497955,1.5191400400626454
2.611111111111111,2.3955704407487506,2.3144794016834935,2.2383602964285045,2.177753790459839,2.085365417516837,1.882331891005737,1.6539526071763848,1.5542022005114873,1.4998759630825123
