x,p90,p80,p70,p60,p50,p40,p30,p20,p10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23737373737373738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47474747474747475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9494949494949495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1868686868686869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6616161616161615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.898989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3737373737373737,-2.557905077492115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.611111111111111,-9.141463885712236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8484848484848486,-0.00013857541832868297,-1.5387420834322275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.085858585858586,-0.00015502175314102587,-7.208089654356901e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.323232323232323,0.00013328521255361254,-0.000115128264051399,-1.676955295979626e-05,0.0,0.0,0.0,0.0,0.0,0.0
3.5606060606060606,0.0007929065115343154,-0.0001979831815515779,-0.00015926711853450788,0.0,0.0,0.0,0.0,0.0,0.0
3.797979797979798,0.0024291228025498306,4.3703602133916605e-06,-0.0003714859338316733,-4.346154473837898e-06,0.0,0.0,0.0,0.0,0.0
4.0353535353535355,0.005153627992729292,0.0006258033236787697,-0.0006648681108362986,-7.537391908660458e-05,0.0,0.0,0.0,0.0,0.0
4.2727272727272725,0.009807488679720824,0.0022845184494545145,-0.0006358502856503097,-0.0001361572859719659,-2.199161370271762e-06,0.0,0.0,0.0,0.0
4.51010101010101,0.01659061063648528,0.005161652918795031,-4.899536692106355e-05,-0.0002012995629431224,-0.00019064827286974413,0.0,0.0,0.0,0.0
4.747474747474747,0.026388254634328524,0.009816333628285556,0.0015785152916682407,-2.578175855713188e-05,-0.0006168307467933517,-2.4699174071709963e-09,-4.720612550595307e-10,0.0,0.0
4.984848484848485,0.040903015499983326,0.017222573275538597,0.004893953789035878,0.0007431164899712418,-0.0010529458658871834,-0.00016084993708239626,-3.074289357980665e-05,0.0,0.0
5.222222222222222,0.06059097648878798,0.027721670004465272,0.01021218825588293,0.0023936749002303323,-0.0011970680661324378,-0.0006844190100348111,-0.00013081533720185024,0.0,0.0
5.459595959595959,0.08792426805127047,0.04287308198596379,0.018620602914836082,0.005789194860525166,-0.0005798072210563381,-0.0014745166283507037,-0.00038906353275096036,-4.347405726063032e-05,0.0
5.696969696969697,0.1238911081822244,0.06313554303803527,0.03057113383484528,0.011415742131747415,0.0011038535807994995,-0.0025840587773463914,-0.000969140931447213,-0.00019270767929203023,0.0
5.934343434343434,0.17117848673363095,0.09172502392297611,0.04849524215478693,0.020573415225097216,0.004555023385086378,-0.0031574924656158966,-0.0017022290537194106,-0.0004975878509909718,0.0
6.171717171717172,0.23074119080508726,0.13097070191279087,0.07434679549510334,0.03390884581490745,0.0101117119440247,-0.002394740899746216,-0.0026141717898940987,-0.0010854734509587296,0.0
6.409090909090909,0.30510358064661036,0.1841463349160754,0.11073491087657172,0.05363693441164086,0.01903422112230543,0.000621590188237059,-0.002869968757917814,-0.0017828724474279218,5.0126783217003624e-08
6.646464646464646,0.39623209551639527,0.25334479129073706,0.15942757176202613,0.08151328469582675,0.031960145131903976,0.006172621809011465,-0.0017374594103963664,-0.0026394036117297695,3.376041744297505e-07
6.883838383838384,0.5057714061808558,0.3403451120298927,0.22162586851958704,0.11942930212201672,0.05086223664392878,0.015201405394725198,0.0016159314163624676,-0.0028290183591210393,-0.00023522998809938058
7.121212121212121,0.6360327140273733,0.4472185960116779,0.2980404127081523,0.16835051201896586,0.07711476805970004,0.02834735672366762,0.007398676561658944,-0.0016339826660455676,-0.0010341161427593081
7.358585858585859,0.7858932190050001,0.5736760250922819,0.3887594938021458,0.22904173100284467,0.11251627017234209,0.04661705587013526,0.017168300206380577,0.0019124718116274714,-0.0018010715009706244
7.595959595959596,0.955653170438914,0.7209711032124864,0.4946986877160527,0.3017223048229289,0.15792264388812843,0.07051161226218754,0.033340103828689696,0.008391067733919878,-0.0018199807035502024
7.833333333333333,1.1402792340330414,0.8853759417978371,0.6146071273351313,0.38605275450548415,0.2140075918073943,0.10053585367447108,0.055320313421686404,0.018275899630741405,-0.00015893041764271745
8.070707070707071,1.339372752628133,1.0660261213546312,0.7492566877095015,0.48278015028998433,0.28115378902525406,0.13709572533309877,0.08138390492344215,0.031861154191390635,0.003791628474639721
8.308080808080808,1.5457699461126564,1.2559377423636582,0.8949208333131815,0.5898590900992736,0.3583104868060665,0.17922009010932993,0.10978283204480697,0.04899476209166091,0.010387958086766713
8.545454545454545,1.75903469628108,1.4537456992548548,1.051770671410801,0.7076772454104251,0.4461711513453289,0.22624100966731714,0.1401987262914249,0.06980207843301635,0.019947351685524296
8.782828282828284,1.9720525671138833,1.651566374685099,1.2142718616100125,0.8323654433753742,0.5421187100821736,0.27619080309345645,0.1716166336216868,0.09344786335749546,0.03235542333982211
9.02020202020202,2.1838278141717336,1.8480213654808677,1.3817534497053658,0.9633796075319733,0.6459343994810487,0.32914785808415525,0.20410390762840908,0.1194967723313538,0.04773785234053179
9.257575757575758,2.3893622911267016,2.03791204259803,1.549621975962095,1.0968397992955106,0.754243783421081,0.38370790327832294,0.23674186718554183,0.1466433366343574,0.06586816516352251
9.494949494949495,2.5862987793091086,2.221008513968927,1.7165694114988104,1.2314022879803588,0.8659588649773866,0.4395255026462901,0.26942948524006094,0.17376425691905803,0.08652870504132698
9.732323232323232,2.7718848579425783,2.3951941822646874,1.8793100542429144,1.364176014251987,0.9784553421802258,0.49520070988938436,0.3011312102236159,0.19930175632652355,0.1091436659854073
9.96969696969697,2.9410197200229944,2.5560751545897036,2.033698051109818,1.4930710655777695,1.0882800340673917,0.5490453693316767,0.33086499383546225,0.22230747011619345,0.13224646560958003
10.207070707070708,3.090356292992424,2.7005304154929086,2.177793172850518,1.6177280007589867,1.1936087475437749,0.5998944435950088,0.3582522798842837,0.2422543508668759,0.15420337468947215
10.444444444444445,3.2196850750977513,2.8273543418349902,2.307158115637063,1.7337216373109763,1.2894521728178638,0.6461746715478148,0.38334909697147096,0.25861152906315427,0.17307971618267282
10.681818181818182,3.3339062965241855,2.9401532961636865,2.4217146947604093,1.8399184237376864,1.374965943420097,0.6885161607435817,0.4076070667333411,0.2717445716003408,0.18810716040488984
10.919191919191919,3.4317825862833042,3.038813698988409,2.5182637883768213,1.9323476612399588,1.4452288989123976,0.7255028297380742,0.4311116426661116,0.2814431887111848,0.19873309273501483
11.156565656565657,3.508101507860135,3.123415819722051,2.5974807210732265,2.011517052393095,1.4996072173808819,0.7576817756151122,0.4542473289717215,0.28799894823883043,0.20645737873266587
11.393939393939394,3.566716549250407,3.193925744328708,2.658439432029408,2.0749399424897637,1.5349418213125172,0.7836989561232264,0.47512696863348786,0.29175578075819564,0.21120208426895568
11.631313131313131,3.6126471118177976,3.2494890550994797,2.7011153340334486,2.1222646899016575,1.5511322999164734,0.8035446870464019,0.49161714337882434,0.293351485439287,0.2130329262742653
11.868686868686869,3.649287363372578,3.2920813642003113,2.7275505398495064,2.153116977877991,1.547813934818947,0.8159398246248206,0.5019148035733705,0.29343591872030145,0.2121299226386873
12.106060606060606,3.67248802642926,3.322432832056067,2.7393633078685804,2.1677006133377614,1.5256212070667952,0.8202108667454407,0.5080991570725412,0.29233855416684773,0.2087782190342022
12.343434343434344,3.6879945948851183,3.343165358424293,2.739377881676525,2.166435907489188,1.4866551597990807,0.8154218511549985,0.5102546752306983,0.29017818677171253,0.20293544669965036
12.580808080808081,3.701894985249443,3.3549469766992592,2.7292033694620423,2.1498770167584635,1.4324058352059175,0.8015862221078686,0.5078851218832088,0.28699422513225487,0.1930109130398769
12.818181818181818,3.717964667188697,3.3590064200660943,2.7108856140165076,2.119629638968691,1.3668170603120036,0.7792595016088852,0.500184854934699,0.28231463074443264,0.1799250575472571
13.055555555555555,3.7363642976256624,3.355466559790852,2.685594107870515,2.0766492222882587,1.2903654386651855,0.7482509928813883,0.4861274078643376,0.2750196657492965,0.16548364591762232
13.292929292929292,3.754859479183776,3.3443687271332854,2.6544980097485165,2.0230171366635883,1.207200376055769,0.7097495277015187,0.4656148041704226,0.2646268286831195,0.15141764168931046
13.530303030303031,3.7708322377948673,3.3253301550284657,2.6177371650611025,1.9509521719336393,1.1172893484183715,0.6631742685556813,0.4383935679216753,0.25090185860484693,0.1367275307788974
13.767676767676768,3.7818766860399586,3.2997293604542426,2.5758478126523743,1.8605444516894447,1.0239099747407776,0.6102132090779473,0.4055784735693851,0.23418651693011047,0.12094729057437392
14.005050505050505,3.7854244776729358,3.2695500818337515,2.526660562441901,1.7614851607354978,0.9273421283211808,0.5517263569066607,0.367917883378689,0.21426755536639955,0.10409145882768947
14.242424242424242,3.780694947466303,3.237963187985109,2.470488507912136,1.6660526304408927,0.8296997095291743,0.4896966265640441,0.3268282493592199,0.1913221392962398,0.08664304867084283
14.47979797979798,3.7601425851619235,3.1996380950831322,2.404635883615324,1.5777734401996004,0.7328020103818276,0.4256432776503164,0.28317454798649117,0.16606743978994534,0.06954726446033324
14.717171717171718,3.7211760287945603,3.153287378389222,2.328654967224673,1.4975615500275279,0.6376518106498621,0.3597085161096407,0.23718148008219603,0.13888535477594446,0.05358057895392865
