datetime,charge_MW
2019-12-18 00:00:00,0.0
2019-12-18 00:30:00,0.0
2019-12-18 01:00:00,0.0
2019-12-18 01:30:00,0.0
2019-12-18 02:00:00,0.0
2019-12-18 02:30:00,0.0
2019-12-18 03:00:00,0.0
2019-12-18 03:30:00,0.0
2019-12-18 04:00:00,0.0
2019-12-18 04:30:00,0.0
2019-12-18 05:00:00,0.0
2019-12-18 05:30:00,0.0
2019-12-18 06:00:00,0.0
2019-12-18 06:30:00,0.0
2019-12-18 07:00:00,0.0
2019-12-18 07:30:00,0.0
2019-12-18 08:00:00,0.6516888656509544
2019-12-18 08:30:00,0.6845359782407926
2019-12-18 09:00:00,0.7504289989255323
2019-12-18 09:30:00,0.7851070276090604
2019-12-18 10:00:00,0.8214044844872679
2019-12-18 10:30:00,0.8487813422691393
2019-12-18 11:00:00,0.8998247525377676
2019-12-18 11:30:00,0.8970420071793975
2019-12-18 12:00:00,0.894008341949381
2019-12-18 12:30:00,0.8749738889878271
2019-12-18 13:00:00,0.8508636280835835
2019-12-18 13:30:00,0.797377110342343
2019-12-18 14:00:00,0.7818017978095502
2019-12-18 14:30:00,0.7468485779394687
2019-12-18 15:00:00,0.7153131979879361
2019-12-18 15:30:00,-0.35694061459339527
2019-12-18 16:00:00,-0.8507543021034523
2019-12-18 16:30:00,-1.2771208535507426
2019-12-18 17:00:00,-1.5479624223998214
2019-12-18 17:30:00,-1.590597920562899
2019-12-18 18:00:00,-1.5630505838889357
2019-12-18 18:30:00,-1.4096105850027312
2019-12-18 19:00:00,-1.182191032792036
2019-12-18 19:30:00,-0.9535742923500922
2019-12-18 20:00:00,-0.7622027440157787
2019-12-18 20:30:00,-0.5059946487401177
2019-12-18 21:00:00,0.0
2019-12-18 21:30:00,0.0
2019-12-18 22:00:00,0.0
2019-12-18 22:30:00,0.0
2019-12-18 23:00:00,0.0
2019-12-18 23:30:00,0.0
2019-12-19 00:00:00,0.0
2019-12-19 00:30:00,0.0
2019-12-19 01:00:00,0.0
2019-12-19 01:30:00,0.0
2019-12-19 02:00:00,0.0
2019-12-19 02:30:00,0.0
2019-12-19 03:00:00,0.0
2019-12-19 03:30:00,0.0
2019-12-19 04:00:00,0.0
2019-12-19 04:30:00,0.0
2019-12-19 05:00:00,0.0
2019-12-19 05:30:00,0.0
2019-12-19 06:00:00,0.0
2019-12-19 06:30:00,0.0
2019-12-19 07:00:00,0.0
2019-12-19 07:30:00,0.0
2019-12-19 08:00:00,0.5243277268969033
2019-12-19 08:30:00,0.5647986072583377
2019-12-19 09:00:00,0.6585844687971495
2019-12-19 09:30:00,0.7469237036501306
2019-12-19 10:00:00,0.8454766564713565
2019-12-19 10:30:00,0.8987933404942317
2019-12-19 11:00:00,0.9348315426897631
2019-12-19 11:30:00,0.9604226829794527
2019-12-19 12:00:00,0.9690534832474329
2019-12-19 12:30:00,0.9277160347887603
2019-12-19 13:00:00,0.8793413715916003
2019-12-19 13:30:00,0.8682614112299226
2019-12-19 14:00:00,0.8251569701392748
2019-12-19 14:30:00,0.7397836616252906
2019-12-19 15:00:00,0.6565283381403918
2019-12-19 15:30:00,-0.35218231452808585
2019-12-19 16:00:00,-0.7988928314995062
2019-12-19 16:30:00,-1.3098794322834795
2019-12-19 17:00:00,-1.573372885163724
2019-12-19 17:30:00,-1.5956419527014964
2019-12-19 18:00:00,-1.5163499579071604
2019-12-19 18:30:00,-1.370557044108639
2019-12-19 19:00:00,-1.154576192559705
2019-12-19 19:30:00,-0.9665624273069054
2019-12-19 20:00:00,-0.7879948918394436
2019-12-19 20:30:00,-0.5739900701018552
2019-12-19 21:00:00,0.0
2019-12-19 21:30:00,0.0
2019-12-19 22:00:00,0.0
2019-12-19 22:30:00,0.0
2019-12-19 23:00:00,0.0
2019-12-19 23:30:00,0.0
2019-12-20 00:00:00,0.0
2019-12-20 00:30:00,0.0
2019-12-20 01:00:00,0.0
2019-12-20 01:30:00,0.0
2019-12-20 02:00:00,0.0
2019-12-20 02:30:00,0.0
2019-12-20 03:00:00,0.0
2019-12-20 03:30:00,0.0
2019-12-20 04:00:00,0.0
2019-12-20 04:30:00,0.0
2019-12-20 05:00:00,0.0
2019-12-20 05:30:00,0.0
2019-12-20 06:00:00,0.0
2019-12-20 06:30:00,0.0
2019-12-20 07:00:00,0.0
2019-12-20 07:30:00,0.0
2019-12-20 08:00:00,0.464654254249138
2019-12-20 08:30:00,0.5098743930622115
2019-12-20 09:00:00,0.611723811912231
2019-12-20 09:30:00,0.7018054737998791
2019-12-20 10:00:00,0.7608943962267114
2019-12-20 10:30:00,0.814272549175277
2019-12-20 11:00:00,0.8442953758906658
2019-12-20 11:30:00,0.8834275303175833
2019-12-20 12:00:00,0.9211542419961692
2019-12-20 12:30:00,0.949974851123308
2019-12-20 13:00:00,0.9919512639538536
2019-12-20 13:30:00,0.9930942292281758
2019-12-20 14:00:00,0.9451848905582131
2019-12-20 14:30:00,0.8553993515400992
2019-12-20 15:00:00,0.752293386966481
2019-12-20 15:30:00,-0.26383976482821253
2019-12-20 16:00:00,-0.834763298362884
2019-12-20 16:30:00,-1.292872926396424
2019-12-20 17:00:00,-1.582763929453723
2019-12-20 17:30:00,-1.5958263568695688
2019-12-20 18:00:00,-1.5784498154128945
2019-12-20 18:30:00,-1.3910182879888022
2019-12-20 19:00:00,-1.1607409842166034
2019-12-20 19:30:00,-0.9688765257992452
2019-12-20 20:00:00,-0.7845098414443982
2019-12-20 20:30:00,-0.5463382692272433
2019-12-20 21:00:00,0.0
2019-12-20 21:30:00,0.0
2019-12-20 22:00:00,0.0
2019-12-20 22:30:00,0.0
2019-12-20 23:00:00,0.0
2019-12-20 23:30:00,0.0
2019-12-21 00:00:00,0.0
2019-12-21 00:30:00,0.0
2019-12-21 01:00:00,0.0
2019-12-21 01:30:00,0.0
2019-12-21 02:00:00,0.0
2019-12-21 02:30:00,0.0
2019-12-21 03:00:00,0.0
2019-12-21 03:30:00,0.0
2019-12-21 04:00:00,0.0
2019-12-21 04:30:00,0.0
2019-12-21 05:00:00,0.0
2019-12-21 05:30:00,0.0
2019-12-21 06:00:00,0.0
2019-12-21 06:30:00,0.0
2019-12-21 07:00:00,0.0
2019-12-21 07:30:00,0.0
2019-12-21 08:00:00,0.5251893895161559
2019-12-21 08:30:00,0.6031448242631986
2019-12-21 09:00:00,0.7247005681402834
2019-12-21 09:30:00,0.857990438185307
2019-12-21 10:00:00,0.9879089446692148
2019-12-21 10:30:00,1.001947821979173
2019-12-21 11:00:00,0.9746868749869474
2019-12-21 11:30:00,0.9085093250155007
2019-12-21 12:00:00,0.8419119979441053
2019-12-21 12:30:00,0.8020074105952707
2019-12-21 13:00:00,0.7637709897730532
2019-12-21 13:30:00,0.76301816306894
2019-12-21 14:00:00,0.7939327706041048
2019-12-21 14:30:00,0.7547722326516109
2019-12-21 15:00:00,0.6965082486071335
2019-12-21 15:30:00,-0.5837564397539118
2019-12-21 16:00:00,-0.8850607337773955
