datetime,charge_MW
2018-07-23 00:00:00,0.0
2018-07-23 00:30:00,0.0
2018-07-23 01:00:00,0.0
2018-07-23 01:30:00,0.0
2018-07-23 02:00:00,0.0
2018-07-23 02:30:00,0.0
2018-07-23 03:00:00,0.0
2018-07-23 03:30:00,0.0
2018-07-23 04:00:00,0.0
2018-07-23 04:30:00,0.0
2018-07-23 05:00:00,0.00010624660287253401
2018-07-23 05:30:00,0.0003108563694686162
2018-07-23 06:00:00,0.006480617663316687
2018-07-23 06:30:00,0.0038822119392685267
2018-07-23 07:00:00,0.025056848334133967
2018-07-23 07:30:00,0.05470766053743884
2018-07-23 08:00:00,0.1094242959310154
2018-07-23 08:30:00,0.10923931135120424
2018-07-23 09:00:00,0.38102069949229245
2018-07-23 09:30:00,0.8709110990236275
2018-07-23 10:00:00,1.071999261995206
2018-07-23 10:30:00,1.1060361937619556
2018-07-23 11:00:00,1.0725803875487738
2018-07-23 11:30:00,1.0649221709343926
2018-07-23 12:00:00,1.0893726989947465
2018-07-23 12:30:00,1.0506014499886347
2018-07-23 13:00:00,1.019408878389146
2018-07-23 13:30:00,0.9502219832142975
2018-07-23 14:00:00,0.9004734623827384
2018-07-23 14:30:00,0.5706158667510514
2018-07-23 15:00:00,0.5426277987944169
2018-07-23 15:30:00,-0.960504871858072
2018-07-23 16:00:00,-1.1895950062684377
2018-07-23 16:30:00,-1.2207503505212893
2018-07-23 17:00:00,-1.3082187839489947
2018-07-23 17:30:00,-1.3009548009433072
2018-07-23 18:00:00,-1.1764877433275744
2018-07-23 18:30:00,-1.1288872899660827
2018-07-23 19:00:00,-0.9885490481749247
2018-07-23 19:30:00,-0.9311828850248705
2018-07-23 20:00:00,-0.9046165845166257
2018-07-23 20:30:00,-0.8902526354498207
2018-07-23 21:00:00,0.0
2018-07-23 21:30:00,0.0
2018-07-23 22:00:00,0.0
2018-07-23 22:30:00,0.0
2018-07-23 23:00:00,0.0
2018-07-23 23:30:00,0.0
2018-07-24 00:00:00,0.0
2018-07-24 00:30:00,0.0
2018-07-24 01:00:00,0.0
2018-07-24 01:30:00,0.0
2018-07-24 02:00:00,0.0
2018-07-24 02:30:00,0.0
2018-07-24 03:00:00,0.0
2018-07-24 03:30:00,0.0
2018-07-24 04:00:00,0.0002288008404898595
2018-07-24 04:30:00,0.0002288008404898595
2018-07-24 05:00:00,0.0006425713328215957
2018-07-24 05:30:00,0.0008022929621263332
2018-07-24 06:00:00,0.0025429854774130854
2018-07-24 06:30:00,0.024485429620181836
2018-07-24 07:00:00,0.026775605247120197
2018-07-24 07:30:00,0.0683537240458204
2018-07-24 08:00:00,0.1067055181864786
2018-07-24 08:30:00,0.1320428186317688
2018-07-24 09:00:00,0.4199327550669649
2018-07-24 09:30:00,0.9636017276978049
2018-07-24 10:00:00,1.001587148525218
2018-07-24 10:30:00,1.003176054159468
2018-07-24 11:00:00,1.0412290923173213
2018-07-24 11:30:00,1.0470425403398314
2018-07-24 12:00:00,1.070353667383836
2018-07-24 12:30:00,0.9924239605094891
2018-07-24 13:00:00,0.9424917506939328
2018-07-24 13:30:00,0.9826004771617262
2018-07-24 14:00:00,0.94869269665821
2018-07-24 14:30:00,0.6193820166222044
2018-07-24 15:00:00,0.6046775656792835
2018-07-24 15:30:00,-1.031189607833923
2018-07-24 16:00:00,-1.198939798627064
2018-07-24 16:30:00,-1.2235540519627621
2018-07-24 17:00:00,-1.2915714691915305
2018-07-24 17:30:00,-1.2936905377555212
2018-07-24 18:00:00,-1.2003343841558367
2018-07-24 18:30:00,-1.0924279971612276
2018-07-24 19:00:00,-0.9952046994326436
2018-07-24 19:30:00,-0.9229636637165086
2018-07-24 20:00:00,-0.8870764836859727
2018-07-24 20:30:00,-0.8630473064770091
2018-07-24 21:00:00,0.0
2018-07-24 21:30:00,0.0
2018-07-24 22:00:00,0.0
2018-07-24 22:30:00,0.0
2018-07-24 23:00:00,0.0
2018-07-24 23:30:00,0.0
2018-07-25 00:00:00,0.0
2018-07-25 00:30:00,0.0
2018-07-25 01:00:00,0.0
2018-07-25 01:30:00,0.0
2018-07-25 02:00:00,0.0
2018-07-25 02:30:00,0.0
2018-07-25 03:00:00,0.0
2018-07-25 03:30:00,0.0
2018-07-25 04:00:00,0.0
2018-07-25 04:30:00,0.0
2018-07-25 05:00:00,0.00010364713617707991
2018-07-25 05:30:00,0.00024515433804897806
2018-07-25 06:00:00,0.00104611964133116
2018-07-25 06:30:00,0.020260859199153807
2018-07-25 07:00:00,0.06481324306083802
2018-07-25 07:30:00,0.09676643579476737
2018-07-25 08:00:00,0.11073806319364611
2018-07-25 08:30:00,0.15164423373308117
2018-07-25 09:00:00,0.4991358658679164
2018-07-25 09:30:00,0.9500945545159238
2018-07-25 10:00:00,1.1345331499054443
2018-07-25 10:30:00,1.0014530429903252
2018-07-25 11:00:00,0.8580503095516295
2018-07-25 11:30:00,0.8193788544415876
2018-07-25 12:00:00,1.028684377511439
2018-07-25 12:30:00,1.0008757537398456
2018-07-25 13:00:00,0.9709158634715369
2018-07-25 13:30:00,0.9704960000255802
2018-07-25 14:00:00,0.9830838590948966
2018-07-25 14:30:00,0.6906939996305697
2018-07-25 15:00:00,0.6469866131562604
2018-07-25 15:30:00,-0.9415631299542395
2018-07-25 16:00:00,-1.1827571962100307
2018-07-25 16:30:00,-1.211450281298198
2018-07-25 17:00:00,-1.3277745889298362
2018-07-25 17:30:00,-1.3092892660262279
2018-07-25 18:00:00,-1.2112617298900998
2018-07-25 18:30:00,-1.1032670051295714
2018-07-25 19:00:00,-1.0075032618188098
2018-07-25 19:30:00,-0.9601914508214455
2018-07-25 20:00:00,-0.8827995318303875
2018-07-25 20:30:00,-0.8621425580911543
2018-07-25 21:00:00,0.0
2018-07-25 21:30:00,0.0
2018-07-25 22:00:00,0.0
2018-07-25 22:30:00,0.0
2018-07-25 23:00:00,0.0
2018-07-25 23:30:00,0.0
2018-07-26 00:00:00,0.0
2018-07-26 00:30:00,0.0
2018-07-26 01:00:00,0.0
2018-07-26 01:30:00,0.0
2018-07-26 02:00:00,0.0
2018-07-26 02:30:00,0.0
2018-07-26 03:00:00,0.0
2018-07-26 03:30:00,0.0
2018-07-26 04:00:00,7.386710132994022e-06
2018-07-26 04:30:00,0.0
2018-07-26 05:00:00,0.00038058128543428976
2018-07-26 05:30:00,0.00015893889507829673
2018-07-26 06:00:00,0.0012449663452522546
2018-07-26 06:30:00,0.017670282095341543
2018-07-26 07:00:00,0.02968826695539836
2018-07-26 07:30:00,0.02606656017884312
2018-07-26 08:00:00,0.059717662615576615
2018-07-26 08:30:00,0.12132409210708789
2018-07-26 09:00:00,0.47916845783417356
2018-07-26 09:30:00,0.9246818423236094
2018-07-26 10:00:00,0.9960139299941034
2018-07-26 10:30:00,0.9883675244605183
2018-07-26 11:00:00,1.0535126323221367
2018-07-26 11:30:00,1.0075175327435117
2018-07-26 12:00:00,1.0977432546822277
2018-07-26 12:30:00,1.1063354914828176
2018-07-26 13:00:00,1.0181469413001454
2018-07-26 13:30:00,0.9359883371721752
2018-07-26 14:00:00,0.8718998585401567
2018-07-26 14:30:00,0.6576361060713333
2018-07-26 15:00:00,0.6067293538849472
2018-07-26 15:30:00,-0.9070533728197284
2018-07-26 16:00:00,-1.1820619221308797
2018-07-26 16:30:00,-1.2003169804478726
2018-07-26 17:00:00,-1.271316837831254
2018-07-26 17:30:00,-1.2695931618059764
2018-07-26 18:00:00,-1.1794027401826312
2018-07-26 18:30:00,-1.1486349254208508
2018-07-26 19:00:00,-1.0558964734519496
2018-07-26 19:30:00,-0.9802294875295829
2018-07-26 20:00:00,-0.9128074691880822
2018-07-26 20:30:00,-0.8926866291911922
2018-07-26 21:00:00,0.0
2018-07-26 21:30:00,0.0
2018-07-26 22:00:00,0.0
2018-07-26 22:30:00,0.0
2018-07-26 23:00:00,0.0
2018-07-26 23:30:00,0.0
2018-07-27 00:00:00,0.0
2018-07-27 00:30:00,0.0
2018-07-27 01:00:00,0.0
2018-07-27 01:30:00,0.0
